"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","NCHLT5","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2020,202001,247279,2020000350715,27510.0,2020002472791,810112,1,1,27510.0,2,0,1,55,1,2,200,0,0,10,101,1,10,54000,1,11
2020,202001,247410,2020000353561,13493.0,2020002474101,210212,1,1,13493.0,0,0,2,63,1,1,100,0,0,8,81,1,10,20000,1,11
2020,202001,247410,2020000353561,13493.0,2020002474101,210212,1,4,18602.0,0,0,2,20,6,1,100,0,0,6,65,1,10,18700,1,11
2020,202001,247410,2020000353561,13493.0,2020002474101,210212,1,5,16637.0,0,0,2,56,4,1,100,0,0,10,101,1,10,35000,1,11
2020,202001,247541,2020000356489,25152.0,2020002475411,860812,1,1,25152.0,3,0,1,37,1,7,700,4,414,10,101,1,10,120000,1,11
2020,202001,247541,2020000356489,25152.0,2020002475411,860812,1,2,23711.0,3,0,2,32,1,7,700,4,423,6,64,1,10,85000,1,11
2020,202001,247541,2020000356489,25152.0,2020002475411,860812,1,6,25414.0,1,0,2,58,3,8,826,4,414,7,71,1,10,800,1,11
2020,202001,247672,2020000359388,16768.0,2020002476721,990212,1,1,16768.0,0,0,2,53,1,1,100,0,0,6,63,1,10,0,1,11
2020,202001,247672,2020000359388,16768.0,2020002476721,990212,1,2,15196.0,0,0,1,54,1,1,100,0,0,6,64,1,10,0,1,11
2020,202001,247803,2020000361976,7729.0,2020002478031,1030212,1,1,7729.0,0,0,1,59,1,1,100,0,0,10,101,1,10,40000,2,20
2020,202001,247934,2020000364922,15589.0,2020002479341,110112,1,1,15589.0,2,0,1,50,1,1,100,0,0,10,101,1,10,100000,1,11
2020,202001,247934,2020000364922,15589.0,2020002479341,110112,1,2,14803.0,2,0,2,50,1,1,100,0,0,10,101,1,10,45000,1,11
2020,202001,247934,2020000364922,15589.0,2020002479341,110112,1,3,20043.0,0,0,1,22,6,1,100,0,0,10,101,1,10,20000,1,11
2020,202001,248065,2020000367536,14541.0,2020002480651,850012,1,1,14541.0,0,0,2,60,6,1,100,0,0,6,65,1,10,63000,1,11
2020,202001,248196,2020000370113,11528.0,2020002481961,110312,1,1,11528.0,0,0,1,57,6,1,100,0,0,7,71,1,10,75000,1,11
2020,202001,248327,2020000372598,9432.0,2020002483271,570812,1,1,9432.0,0,0,2,61,1,1,100,0,0,6,63,1,10,28000,1,11
2020,202001,248327,2020000372598,9432.0,2020002483271,570812,1,2,6026.0,0,0,1,62,1,8,802,0,0,6,64,1,10,70000,1,11
2020,202001,248458,2020000375577,77421.0,2020002484581,310612,1,1,77421.0,2,2,2,33,1,1,100,0,0,11,114,1,10,80000,1,11
2020,202001,248458,2020000375577,77421.0,2020002484581,310612,1,2,80565.0,2,2,1,34,1,1,100,0,0,10,101,1,10,45000,1,11
2020,202001,248720,2020000381436,19388.0,2020002487201,950212,1,1,19388.0,1,0,2,54,1,8,826,3,300,10,101,1,10,60000,1,11
2020,202001,248720,2020000381436,19388.0,2020002487201,950212,1,2,18078.0,1,0,1,64,1,8,826,3,300,6,64,1,10,32000,1,11
2020,202001,248720,2020000381436,19388.0,2020002487201,950212,1,3,20698.0,0,0,2,24,6,8,826,3,300,8,81,1,10,12000,1,11
2020,202001,249113,2020000390470,11659.0,2020002491131,110812,1,1,11659.0,0,0,1,60,1,1,100,0,0,11,114,1,10,10000,1,11
2020,202001,249113,2020000390470,11659.0,2020002491131,110812,1,2,12183.0,0,0,2,63,1,1,100,0,0,11,114,1,10,2400,1,11
2020,202001,249244,2020000393157,7467.0,2020002492441,310112,1,1,7467.0,3,3,1,44,4,7,700,0,0,11,114,1,10,64000,1,11
2020,202001,249244,2020000393157,7467.0,2020002492441,310112,1,5,16113.0,0,0,2,43,2,7,700,0,0,11,114,1,10,100000,1,11
2020,202001,249637,2020000401265,14803.0,2020002496371,330112,1,1,14803.0,1,0,1,57,1,1,100,0,0,11,114,1,10,150000,1,11
2020,202001,249637,2020000401265,14803.0,2020002496371,330112,1,2,16375.0,1,0,2,57,1,4,400,0,0,11,114,1,10,120000,1,11
2020,202001,249768,2020000404163,24366.0,2020002497681,110512,1,1,24366.0,0,0,1,45,1,8,826,1,100,3,30,1,10,35000,1,11
2020,202001,249768,2020000404163,24366.0,2020002497681,110512,1,2,24366.0,0,0,2,53,1,8,826,4,428,6,63,1,10,13000,1,11
2020,202001,249768,2020000404163,24366.0,2020002497681,110512,1,3,31964.0,0,0,2,53,3,8,826,1,100,3,30,1,10,16000,1,11
2020,202001,249768,2020000404163,24366.0,2020002497681,110512,1,4,31964.0,0,0,1,28,6,8,826,1,100,6,65,1,10,15000,1,11
2020,202001,249899,2020000406773,7991.0,2020002498991,990612,1,1,7991.0,0,0,1,60,1,1,100,0,0,7,71,1,10,131000,1,11
2020,202001,249899,2020000406773,7991.0,2020002498991,990612,1,2,7729.0,0,0,2,57,1,1,100,0,0,6,65,1,10,31000,1,11
2020,202001,250030,2020000409714,15458.0,2020002500301,690212,1,3,22139.0,0,0,2,23,6,1,100,0,0,7,71,1,10,7100,1,11
2020,202001,250292,2020000415585,7205.0,2020002502921,862312,1,2,17292.0,0,0,1,26,6,1,100,0,0,10,101,1,10,12700,1,11
2020,202001,250685,2020000424359,32750.0,2020002506851,1270212,1,1,32750.0,0,0,2,24,6,8,801,0,0,7,71,1,10,13000,1,11
2020,202001,250685,2020000424359,32750.0,2020002506851,1270212,1,2,44147.0,0,0,1,31,6,2,200,0,0,7,71,1,10,12000,1,11
2020,202001,250816,2020000427252,7860.0,2020002508161,861012,1,1,7860.0,1,0,1,45,1,3,361,4,413,6,64,1,10,55000,1,11
2020,202001,250816,2020000427252,7860.0,2020002508161,861012,1,2,9956.0,1,0,2,49,1,8,826,4,424,8,81,1,10,31000,1,11
2020,202001,250947,2020000429629,14803.0,2020002509471,862412,1,1,14803.0,1,0,1,44,1,1,100,1,100,6,63,1,10,24000,1,11
2020,202001,251340,2020000436962,16899.0,2020002513401,951012,1,1,16899.0,1,0,1,50,1,1,100,0,0,7,71,1,10,65000,1,11
2020,202001,251340,2020000436962,16899.0,2020002513401,951012,1,2,16637.0,1,0,2,44,1,1,100,0,0,7,71,1,10,40000,1,11
2020,202001,251471,2020000439498,18471.0,2020002514711,1050112,1,1,18471.0,1,0,2,44,1,1,100,0,0,3,30,1,10,41700,1,11
2020,202001,251471,2020000439498,18471.0,2020002514711,1050112,1,2,16899.0,1,0,1,53,1,7,700,4,460,8,81,1,10,35300,1,11
2020,202001,251471,2020000439498,18471.0,2020002514711,1050112,1,3,18340.0,0,0,2,23,6,7,700,4,498,7,71,1,10,8500,1,11
2020,202001,251733,2020000445318,9825.0,2020002517331,50012,1,1,9825.0,0,0,2,61,1,1,100,0,0,6,63,1,10,0,1,11
2020,202001,251733,2020000445318,9825.0,2020002517331,50012,1,2,9170.0,0,0,1,63,1,1,100,0,0,6,63,1,10,0,1,11
2020,202001,251864,2020000448141,2489.0,2020002518641,210312,1,1,2489.0,0,0,1,52,2,1,100,0,0,10,101,1,10,250000,1,11
2020,202001,251995,2020000450934,27248.0,2020002519951,950512,1,1,27248.0,0,0,1,28,1,7,700,4,498,6,63,1,10,12500,1,11
2020,202001,251995,2020000450934,27248.0,2020002519951,950512,1,2,23842.0,0,0,2,26,1,7,700,4,498,8,81,1,10,35000,1,11
2020,202001,252388,2020000459293,11528.0,2020002523881,950812,1,1,11528.0,0,0,2,50,4,1,100,0,0,10,101,1,10,70000,1,11
2020,202001,252650,2020000464431,26593.0,2020002526501,830112,1,1,26593.0,1,0,1,59,1,8,801,0,0,6,64,1,10,39000,2,20
2020,202001,252650,2020000464431,26593.0,2020002526501,830112,1,3,53055.0,0,0,1,22,6,8,801,0,0,6,63,1,10,26000,1,11
2020,202001,252781,2020000467197,94451.0,2020002527811,861312,1,1,94451.0,0,0,1,63,4,8,826,3,300,10,101,1,10,30000,1,11
2020,202001,252912,2020000469903,7336.0,2020002529121,230012,1,1,7336.0,1,0,2,41,1,1,100,0,0,6,63,1,10,37000,1,11
2020,202001,252912,2020000469903,7336.0,2020002529121,230012,1,2,6943.0,1,0,1,42,1,1,100,0,0,6,63,1,10,31000,1,11
2020,202001,253043,2020000472670,7860.0,2020002530431,110312,1,1,7860.0,0,0,1,23,6,8,826,2,200,7,71,1,10,47000,1,11
2020,202001,253043,2020000472670,7860.0,2020002530431,110312,1,2,17423.0,0,0,2,24,6,7,700,2,200,7,71,1,10,40000,1,11
2020,202001,253305,2020000478682,12183.0,2020002533051,690312,1,1,12183.0,2,0,2,45,5,8,826,3,300,7,71,1,10,34000,1,11
2020,202001,253305,2020000478682,12183.0,2020002533051,690312,1,2,18733.0,0,0,1,18,6,1,100,0,0,6,64,1,10,21000,1,11
2020,202001,253567,2020000484168,34060.0,2020002535671,710212,1,1,34060.0,0,0,2,27,1,8,826,3,300,10,101,1,10,28000,1,11
2020,202001,253567,2020000484168,34060.0,2020002535671,710212,1,2,31833.0,0,0,1,29,1,8,826,3,300,7,71,1,10,45000,1,11
2020,202001,253698,2020000487654,11266.0,2020002536981,860612,1,1,11266.0,2,0,1,41,1,7,700,4,428,6,61,1,10,15000,1,11
2020,202001,253829,2020000490103,27510.0,2020002538291,690312,1,2,27510.0,1,1,1,25,1,1,100,0,0,3,30,1,10,40000,1,11
2020,202001,253960,2020000492844,13493.0,2020002539601,570312,1,1,13493.0,0,0,1,41,1,1,100,0,0,6,63,1,10,37100,1,11
2020,202001,253960,2020000492844,13493.0,2020002539601,570312,1,2,11528.0,0,0,2,45,1,1,100,0,0,7,71,1,10,150000,1,11
2020,202001,254091,2020000495971,10611.0,2020002540911,1170312,1,1,10611.0,0,0,2,28,6,7,700,0,0,11,115,1,10,118000,1,11
2020,202001,254484,2020000503806,14934.0,2020002544841,1030312,1,1,14934.0,0,0,1,37,6,1,100,0,0,6,63,1,10,12000,1,11
2020,202001,254615,2020000507019,10218.0,2020002546151,950712,1,2,25938.0,0,0,2,45,1,1,100,0,0,6,63,1,10,36000,1,11
2020,202001,254615,2020000507019,10218.0,2020002546151,950712,1,4,27641.0,1,0,2,30,6,1,100,0,0,11,114,1,10,60000,1,11
2020,202001,254746,2020000509773,18733.0,2020002547461,570712,1,1,18733.0,1,0,2,55,1,1,100,0,0,10,101,1,10,105000,1,11
2020,202001,254746,2020000509773,18733.0,2020002547461,570712,1,2,25021.0,1,0,1,49,1,2,200,0,0,7,71,1,10,68000,1,11
2020,202001,254746,2020000509773,18733.0,2020002547461,570712,1,3,39300.0,0,0,1,30,6,2,200,0,0,7,71,1,10,29000,2,20
2020,202001,255008,2020000515444,11659.0,2020002550081,862412,1,1,11659.0,2,0,2,51,1,2,200,0,0,11,114,1,10,120000,1,11
2020,202001,255008,2020000515444,11659.0,2020002550081,862412,1,2,16768.0,2,0,1,57,1,2,200,0,0,8,81,1,10,66000,1,11
2020,202001,255270,2020000520881,15458.0,2020002552701,170112,1,1,15458.0,0,0,2,57,6,1,100,0,0,6,63,1,10,45000,1,11
2020,202001,255270,2020000520881,15458.0,2020002552701,170112,1,2,15458.0,0,0,1,57,4,1,100,0,0,0,2,1,10,20000,1,11
2020,202001,255794,2020000531899,20960.0,2020002557941,1050112,1,1,20960.0,2,0,2,41,4,2,200,0,0,7,71,1,10,30000,1,11
2020,202001,255794,2020000531899,20960.0,2020002557941,1050112,1,2,41003.0,0,0,2,21,6,2,200,0,0,6,63,1,10,18300,1,11
2020,202001,255925,2020000535095,18078.0,2020002559251,910012,1,1,18078.0,1,0,2,42,1,1,100,0,0,11,114,1,10,58000,1,11
2020,202001,255925,2020000535095,18078.0,2020002559251,910012,1,2,16375.0,1,0,1,49,1,1,100,0,0,10,101,1,10,120000,2,20
2020,202001,256056,2020000537876,14148.0,2020002560561,862112,1,1,14148.0,2,1,1,36,1,1,100,3,300,7,71,1,10,65000,1,11
2020,202001,256056,2020000537876,14148.0,2020002560561,862112,1,2,12052.0,2,1,2,33,1,1,100,3,300,8,81,1,10,67000,1,11
2020,202001,256187,2020000540372,14279.0,2020002561871,530112,1,1,14279.0,0,0,2,50,1,1,100,0,0,11,115,1,10,79000,1,11
2020,202001,256187,2020000540372,14279.0,2020002561871,530112,1,2,13493.0,0,0,1,55,1,1,100,0,0,10,101,1,10,475000,1,11
2020,202001,256318,2020000543319,27641.0,2020002563181,861212,1,1,27641.0,0,0,1,30,2,1,100,0,0,6,65,1,10,91000,1,11
2020,202001,256449,2020000546774,11397.0,2020002564491,862312,1,1,11397.0,2,0,2,39,1,1,100,0,0,10,101,1,10,100000,1,11
2020,202001,256449,2020000546774,11397.0,2020002564491,862312,1,2,10742.0,2,0,1,36,1,1,100,0,0,7,71,1,10,45000,1,11
2020,202001,256580,2020000549484,6681.0,2020002565801,990312,1,3,10218.0,0,0,1,28,6,2,200,0,0,6,63,1,10,0,1,11
2020,202001,256842,2020000555610,18340.0,2020002568421,991112,1,1,18340.0,3,0,1,54,1,7,700,3,300,8,81,1,10,120000,1,11
2020,202001,256842,2020000555610,18340.0,2020002568421,991112,1,2,16506.0,3,0,2,45,1,1,100,0,0,7,71,1,10,35000,1,11
2020,202001,257235,2020000563373,18078.0,2020002572351,1010312,1,1,18078.0,1,1,2,25,6,1,100,0,0,6,63,1,10,19000,1,11
2020,202001,257235,2020000563373,18078.0,2020002572351,1010312,1,2,15982.0,1,1,1,36,6,1,100,0,0,2,26,1,10,8500,1,11
2020,202001,257497,2020000568609,155759.0,2020002574971,111112,1,1,155759.0,0,0,1,63,2,8,845,4,431,10,101,1,10,10300,1,11
2020,202001,257628,2020000571414,11135.0,2020002576281,861312,1,2,12445.0,0,0,1,26,1,8,826,3,300,6,63,1,10,17500,2,20
2020,202001,257759,2020000574130,37728.0,2020002577591,570412,1,2,32488.0,0,0,1,65,1,1,100,3,300,6,63,1,10,10000,1,11
2020,202001,257890,2020000576776,16899.0,2020002578901,862412,1,1,16899.0,1,0,1,46,1,2,200,0,0,11,114,1,10,77000,1,11
2020,202001,258021,2020000579691,8515.0,2020002580211,570712,1,1,8515.0,0,0,1,62,1,1,100,0,0,10,101,1,10,78000,1,11
2020,202001,258152,2020000582631,12183.0,2020002581521,861812,1,1,12183.0,0,0,1,57,4,1,100,3,300,6,61,1,10,35000,1,13
2020,202001,258152,2020000582631,12183.0,2020002581521,861812,1,2,24497.0,0,0,1,24,6,1,100,3,300,7,71,1,10,13300,1,11
2020,202001,258545,2020000590982,26331.0,2020002585451,1110112,1,1,26331.0,2,1,2,41,2,2,200,0,0,8,81,1,10,19000,1,11
2020,202001,258807,2020000596578,6157.0,2020002588071,50012,1,1,6157.0,0,0,2,54,4,1,100,0,0,11,114,1,10,32000,1,11
2020,202001,259069,2020000602344,11528.0,2020002590691,570412,1,1,11528.0,0,0,2,55,6,1,100,0,0,10,101,1,10,48000,1,11
2020,202001,259331,2020000607855,134668.0,2020002593311,110412,1,1,134668.0,1,0,2,45,6,1,100,4,416,2,23,1,10,20000,1,11
2020,202001,259331,2020000607855,134668.0,2020002593311,110412,1,2,134537.0,1,0,1,52,6,1,100,4,416,6,65,1,10,16100,1,11
2020,202001,259331,2020000607855,134668.0,2020002593311,110412,1,4,172265.0,0,0,1,30,6,1,100,4,412,10,101,1,10,15100,1,11
2020,202001,259462,2020000610944,23187.0,2020002594621,950712,1,1,23187.0,3,1,1,34,1,8,826,2,200,0,2,1,10,20000,1,11
2020,202001,259593,2020000613471,11397.0,2020002595931,990912,1,1,11397.0,0,0,1,49,1,1,100,0,0,11,114,1,12,40000,1,11
2020,202001,259593,2020000613471,11397.0,2020002595931,990912,1,2,10742.0,0,0,2,38,1,1,100,0,0,10,101,1,12,95000,1,11
2020,202001,259724,2020000616475,40479.0,2020002597241,950312,1,1,40479.0,0,0,1,46,6,8,826,4,450,10,101,1,10,120000,1,11
2020,202001,259986,2020000622046,17685.0,2020002599861,990312,1,1,17685.0,0,0,1,55,4,2,200,0,0,6,65,1,10,17000,1,11
2020,202001,259986,2020000622046,17685.0,2020002599861,990312,1,2,18733.0,0,0,2,53,6,2,200,0,0,7,71,1,10,27700,1,11
2020,202001,260248,2020000627802,53186.0,2020002602481,230012,1,2,49387.0,0,0,2,64,1,1,100,0,0,6,63,1,10,10000,1,11
2020,202001,260379,2020000630677,66024.0,2020002603791,970112,1,1,66024.0,0,0,1,39,1,8,826,2,200,7,71,1,10,30000,1,11
2020,202001,260379,2020000630677,66024.0,2020002603791,970112,1,2,53841.0,0,0,2,39,1,8,826,2,200,8,81,1,10,24000,1,11
2020,202001,260510,2020000633297,14017.0,2020002605101,570812,1,2,14672.0,1,0,1,55,1,8,826,2,200,6,63,1,10,55000,1,11
2020,202001,260641,2020000636009,14017.0,2020002606411,950112,1,1,14017.0,4,2,1,39,2,1,100,2,200,8,81,1,10,32000,1,11
2020,202001,260903,2020000641649,22139.0,2020002609031,1270412,1,1,22139.0,0,0,1,30,1,1,100,0,0,8,81,1,10,20000,1,11
2020,202001,260903,2020000641649,22139.0,2020002609031,1270412,1,2,20305.0,0,0,2,26,1,1,100,0,0,10,101,1,12,10000,1,11
2020,202001,261296,2020000649828,9301.0,2020002612961,570812,1,1,9301.0,0,0,1,60,1,1,100,0,0,11,114,1,10,123000,2,20
2020,202001,261296,2020000649828,9301.0,2020002612961,570812,1,2,9432.0,0,0,2,55,1,1,100,0,0,10,101,1,10,12000,1,11
2020,202001,261820,2020000661274,13231.0,2020002618201,950412,1,1,13231.0,0,0,2,50,6,1,100,0,0,6,63,1,10,40000,1,11
2020,202001,261820,2020000661274,13231.0,2020002618201,950412,1,2,32619.0,0,0,1,31,4,8,826,3,300,6,64,1,10,31000,2,20
2020,202001,261951,2020000663964,126284.0,2020002619511,690212,1,1,126284.0,4,0,2,39,1,2,200,0,0,11,114,1,10,50000,1,11
2020,202001,261951,2020000663964,126284.0,2020002619511,690212,1,2,104538.0,4,0,1,39,1,2,200,0,0,7,71,1,10,40000,1,11
2020,202001,261951,2020000663964,126284.0,2020002619511,690212,1,3,112136.0,0,0,2,19,6,2,200,0,0,6,65,1,10,9500,1,11
2020,202001,262213,2020000669509,20960.0,2020002622131,570312,1,1,20960.0,1,0,2,37,1,4,400,0,0,10,101,1,10,45000,1,11
2020,202001,262213,2020000669509,20960.0,2020002622131,570312,1,2,20043.0,1,0,1,52,1,1,100,0,0,6,65,1,10,45000,1,11
2020,202001,262344,2020000672250,8777.0,2020002623441,110112,1,1,8777.0,0,0,2,37,1,1,100,0,0,6,63,1,10,50000,1,11
2020,202001,262344,2020000672250,8777.0,2020002623441,110112,1,2,9694.0,0,0,1,33,1,1,100,0,0,6,63,1,12,35000,1,11
2020,202001,263130,2020000688994,18864.0,2020002631301,990612,1,1,18864.0,0,0,2,30,6,1,100,0,0,10,101,1,10,20000,1,11
2020,202001,263130,2020000688994,18864.0,2020002631301,990612,1,2,21746.0,0,0,1,41,6,7,700,4,426,7,71,1,10,43000,1,11
2020,202001,263392,2020000694943,20436.0,2020002633921,730012,1,1,20436.0,0,0,1,37,6,1,100,0,0,8,81,1,10,35800,1,11
2020,202001,263523,2020000697621,27903.0,2020002635231,570712,1,1,27903.0,1,1,1,34,1,1,100,0,0,6,63,1,10,100000,1,11
2020,202001,263654,2020000700255,6681.0,2020002636541,50012,1,1,6681.0,1,0,1,58,1,1,100,0,0,6,65,1,10,104000,2,20
2020,202001,263785,2020000702973,21091.0,2020002637851,570212,1,1,21091.0,0,0,2,27,6,1,100,0,0,10,101,1,10,140000,1,11
2020,202001,263916,2020000705718,13231.0,2020002639161,530112,1,2,35894.0,0,0,2,27,6,1,100,0,0,6,65,1,10,10000,1,11
2020,202001,264047,2020000708469,117769.0,2020002640471,90112,1,1,117769.0,0,0,2,57,1,1,100,0,0,6,63,1,10,15600,1,11
2020,202001,264309,2020000714601,24235.0,2020002643091,1010212,1,2,23973.0,0,0,1,62,1,1,100,0,0,6,63,1,10,42000,1,11
2020,202001,264440,2020000717117,18078.0,2020002644401,150012,1,1,18078.0,0,0,1,63,1,1,100,0,0,10,101,1,10,48800,1,13
2020,202001,264571,2020000719887,5633.0,2020002645711,861012,1,1,5633.0,0,0,1,51,6,1,100,3,300,3,30,1,10,18000,1,11
2020,202001,264702,2020000722777,176588.0,2020002647021,990712,1,1,176588.0,0,0,2,51,4,1,100,0,0,11,114,1,10,16000,1,11
2020,202001,266012,2020000751289,27379.0,2020002660121,570512,1,1,27379.0,0,0,2,62,6,2,200,0,0,6,61,1,10,23000,1,11
2020,202001,266274,2020000756489,30916.0,2020002662741,910012,1,1,30916.0,1,1,1,25,1,1,100,0,0,10,101,1,14,60000,1,12
2020,202001,266536,2020000761878,17161.0,2020002665361,570512,1,2,14934.0,1,0,2,61,1,1,100,0,0,10,101,1,10,75000,1,11
2020,202001,266667,2020000764156,20567.0,2020002666671,1050312,1,1,20567.0,3,0,2,44,1,1,100,0,0,11,114,1,10,235000,1,11
2020,202001,266667,2020000764156,20567.0,2020002666671,1050312,1,2,19257.0,3,0,1,41,1,1,100,0,0,10,101,1,10,165000,1,11
2020,202001,266798,2020000767179,13362.0,2020002667981,570812,1,1,13362.0,1,0,1,44,1,1,100,0,0,11,114,1,10,120000,1,11
2020,202001,267191,2020000775804,19257.0,2020002671911,110412,1,1,19257.0,0,0,1,26,6,2,200,0,0,10,101,1,10,125000,1,11
2020,202001,267453,2020000781569,18602.0,2020002674531,1270212,1,1,18602.0,0,0,1,62,4,1,100,0,0,6,63,1,10,75000,1,11
2020,202001,267715,2020000787140,16899.0,2020002677151,1150212,1,1,16899.0,0,0,2,57,1,1,100,0,0,11,115,1,10,55000,1,11
2020,202001,267977,2020000792860,30654.0,2020002679771,90212,1,1,30654.0,0,0,1,53,4,1,100,0,0,8,81,1,10,80000,1,11
2020,202001,268108,2020000796101,19650.0,2020002681081,861512,1,1,19650.0,2,0,1,52,1,8,826,4,422,8,81,1,10,0,1,11
2020,202001,268108,2020000796101,19650.0,2020002681081,861512,1,2,17947.0,2,0,2,55,1,8,826,4,414,6,63,1,10,25000,1,11
2020,202001,268239,2020000798908,8384.0,2020002682391,570712,1,1,8384.0,0,0,1,57,4,1,100,0,0,6,63,1,10,105000,1,11
2020,202001,268370,2020000801776,49911.0,2020002683701,861912,1,1,49911.0,0,0,1,48,6,2,200,0,0,6,65,1,10,28600,1,11
2020,202001,268501,2020000804412,32095.0,2020002685011,830212,1,1,32095.0,0,0,2,22,6,8,826,2,200,7,71,1,10,21000,1,11
2020,202001,268501,2020000804412,32095.0,2020002685011,830212,1,2,42837.0,0,0,1,30,6,8,801,0,0,10,101,1,10,10000,2,20
2020,202001,268763,2020000809637,21615.0,2020002687631,1170212,1,1,21615.0,1,0,2,52,1,8,802,0,0,7,71,1,10,43000,1,11
2020,202001,268763,2020000809637,21615.0,2020002687631,1170212,1,2,20960.0,1,0,1,54,1,8,802,0,0,6,63,1,10,35000,1,11
2020,202001,268763,2020000809637,21615.0,2020002687631,1170212,1,3,26593.0,0,0,1,19,6,8,802,0,0,6,65,1,10,12000,1,11
2020,202001,269156,2020000817714,7205.0,2020002691561,111312,1,1,7205.0,0,0,1,35,6,1,100,0,0,6,65,1,10,152000,1,11
2020,202001,269287,2020000820291,10480.0,2020002692871,111012,1,1,10480.0,0,0,2,43,6,1,100,0,0,11,114,1,10,60000,1,11
2020,202001,269418,2020000823380,4323.0,2020002694181,1170412,1,1,4323.0,0,0,1,58,1,3,399,0,0,6,63,1,10,15000,1,11
2020,202001,269418,2020000823380,4323.0,2020002694181,1170412,1,2,6288.0,0,0,2,58,1,1,100,0,0,10,101,1,10,0,1,11
2020,202001,269549,2020000826094,21615.0,2020002695491,1150212,1,1,21615.0,0,0,2,54,6,1,100,0,0,6,63,1,10,76000,1,11
2020,202001,269680,2020000829209,22139.0,2020002696801,1030712,1,1,22139.0,0,0,2,62,6,7,700,2,200,3,30,1,10,27700,1,11
2020,202001,269942,2020000834323,28034.0,2020002699421,1170412,1,1,28034.0,2,0,1,43,1,8,826,4,426,10,101,1,10,10000,1,11
2020,202001,269942,2020000834323,28034.0,2020002699421,1170412,1,2,22401.0,2,0,2,40,1,8,826,4,426,8,81,1,10,38800,1,11
2020,202001,270204,2020000839998,11004.0,2020002702041,1030512,1,1,11004.0,0,0,1,56,1,1,100,0,0,6,64,1,10,85000,1,11
2020,202001,270204,2020000839998,11004.0,2020002702041,1030512,1,2,10480.0,0,0,2,59,1,1,100,0,0,8,81,1,10,66000,1,11
2020,202001,270335,2020000842780,20174.0,2020002703351,1150112,1,1,20174.0,1,0,1,50,1,1,100,0,0,6,63,1,10,50000,2,20
2020,202001,270335,2020000842780,20174.0,2020002703351,1150112,1,2,18209.0,1,0,2,51,1,1,100,0,0,10,101,1,10,22600,1,11
2020,202001,270466,2020000845324,13624.0,2020002704661,210212,1,1,13624.0,3,0,1,47,1,1,100,0,0,11,114,1,10,51000,1,11
2020,202001,270466,2020000845324,13624.0,2020002704661,210212,1,2,13231.0,3,0,2,48,1,1,100,0,0,10,101,1,10,150000,1,11
2020,202001,270728,2020000850818,10742.0,2020002707281,950812,1,1,10742.0,0,0,2,55,1,1,100,0,0,6,65,1,10,56000,1,11
2020,202001,270859,2020000853519,14017.0,2020002708591,111412,1,1,14017.0,2,0,2,50,1,2,200,0,0,7,71,1,10,80000,1,11
2020,202001,270859,2020000853519,14017.0,2020002708591,111412,1,3,19519.0,0,0,1,26,6,2,200,0,0,7,71,1,10,4500,1,11
2020,202001,270859,2020000853519,14017.0,2020002708591,111412,1,4,15458.0,0,0,1,23,6,2,200,0,0,7,71,1,10,5100,1,11
2020,202001,270990,2020000856275,15589.0,2020002709901,110212,1,1,15589.0,0,0,1,40,4,1,100,0,0,10,101,1,10,91000,1,11
2020,202001,271121,2020000858745,6943.0,2020002711211,1010412,1,2,4454.0,0,0,2,64,1,8,802,0,0,6,63,1,10,15000,1,11
2020,202001,271252,2020000861628,21091.0,2020002712521,950812,1,1,21091.0,0,0,2,19,6,2,200,0,0,6,63,1,10,400,1,11
2020,202001,271252,2020000861628,21091.0,2020002712521,950812,1,2,54758.0,0,0,2,20,6,2,200,0,0,7,71,1,10,10000,1,11
2020,202001,271252,2020000861628,21091.0,2020002712521,950812,1,3,54889.0,0,0,2,20,6,2,200,0,0,7,71,1,10,8000,1,11
2020,202001,271383,2020000864307,12183.0,2020002713831,530112,1,3,18471.0,0,0,1,38,6,1,100,0,0,8,81,1,10,1000,2,20
2020,202001,271514,2020000867191,13493.0,2020002715141,110512,1,2,12576.0,0,0,1,61,1,1,100,0,0,6,63,1,10,26000,1,11
2020,202001,271514,2020000867191,13493.0,2020002715141,110512,1,3,19388.0,0,0,1,43,6,1,100,0,0,6,63,1,12,2400,1,11
2020,202001,271645,2020000869989,15851.0,2020002716451,860512,1,1,15851.0,0,0,1,62,1,8,845,3,300,8,81,1,10,26000,1,11
2020,202001,271645,2020000869989,15851.0,2020002716451,860512,1,2,16506.0,0,0,2,42,1,8,826,4,428,6,63,1,10,30000,1,11
2020,202001,271645,2020000869989,15851.0,2020002716451,860512,1,3,18209.0,0,0,1,58,6,8,845,3,300,8,81,1,10,44200,1,13
2020,202001,272038,2020000878061,18864.0,2020002720381,570812,1,1,18864.0,0,0,1,41,4,1,100,0,0,10,101,1,10,43500,1,11
2020,202001,272169,2020000880710,13231.0,2020002721691,110312,1,1,13231.0,0,0,1,49,2,1,100,0,0,6,63,1,10,140000,1,11
2020,202001,272431,2020000885883,22794.0,2020002724311,1170112,1,1,22794.0,2,0,1,48,1,1,100,0,0,10,101,1,10,475000,1,11
